number,time,1num,2num,3num,4num,5num,6num,7num,8num,9num,10num,11num,12num,13num,14num,15num,16num,17num,18num,19num,20num
890492,21:50,76,64,45,59,32,38,15,17,48,40,20,54,46,49,6,44,22,61,3,18
890491,21:45,38,54,13,23,1,39,4,68,35,15,80,7,25,45,70,11,47,42,53,27
890490,21:40,77,76,57,27,64,15,72,18,11,80,68,16,8,37,23,12,38,78,35,79
890489,21:35,17,75,40,50,28,23,77,70,27,60,69,61,59,22,8,19,21,36,51,29
890488,21:30,52,75,49,33,4,71,32,22,42,64,14,63,67,59,54,56,26,6,61,13
890487,21:25,70,28,22,7,8,58,80,61,54,35,77,37,43,36,13,41,16,1,26,10
890486,21:20,66,52,68,57,63,38,32,29,15,48,36,74,34,54,13,76,9,73,22,39
890485,21:15,4,69,33,29,72,42,71,45,31,16,75,38,77,44,48,34,63,80,20,24
890484,21:10,33,27,26,51,52,67,14,36,65,10,54,35,58,76,31,57,46,13,56,55
890483,21:05,57,1,80,53,65,22,12,67,31,73,42,44,4,60,14,36,16,55,59,78
890482,21:00,35,52,7,48,77,57,45,36,58,72,79,23,1,25,27,21,9,74,65,24
890481,20:55,60,62,34,27,78,77,3,47,43,52,74,63,72,48,11,8,2,5,7,59
890480,20:50,64,1,40,65,53,31,9,66,32,41,5,42,18,16,77,45,7,60,48,49
890479,20:45,8,52,19,39,47,73,46,34,79,80,29,41,21,26,70,33,74,58,27,54
890478,20:40,50,29,79,11,74,48,67,22,33,38,73,10,41,16,57,68,3,61,75,2
890477,20:35,2,30,13,57,51,18,58,63,23,27,12,16,38,36,33,56,20,54,41,35
890476,20:30,31,80,11,61,28,53,78,43,74,8,33,22,57,14,69,45,10,58,7,63
890475,20:25,69,66,48,70,40,4,21,23,77,72,13,76,25,55,46,24,56,7,79,53
890474,20:20,25,71,62,59,66,38,22,14,64,67,35,29,54,49,26,8,75,77,18,53
890473,20:15,61,17,77,50,47,78,32,59,15,44,36,37,38,68,11,69,21,73,75,20
890472,20:10,58,67,75,22,32,77,47,80,39,79,49,38,51,54,23,15,26,71,74,43
890471,20:05,50,54,3,35,20,23,76,56,26,21,5,65,16,51,55,72,39,69,6,13
890470,20:00,42,59,69,35,37,12,13,70,53,5,25,63,6,58,8,55,29,67,39,64
890469,19:55,58,79,43,2,46,54,15,62,50,8,59,19,1,52,20,49,3,71,4,17
890468,19:50,70,20,24,63,54,47,79,21,59,60,77,65,37,69,76,56,22,33,58,50
890467,19:45,69,4,61,74,67,64,14,12,56,36,58,18,10,55,21,57,11,43,42,60
890466,19:40,48,60,70,15,11,21,20,39,51,18,8,28,4,45,40,25,35,58,9,7
890465,19:35,20,73,38,48,44,34,74,60,54,10,19,65,9,46,80,70,16,57,5,7
890464,19:30,46,33,44,1,37,74,39,55,72,28,57,79,50,4,38,24,53,68,17,15
890463,19:25,19,75,78,1,30,13,39,61,8,74,76,40,22,42,28,3,2,15,68,25
890462,19:20,45,51,66,59,1,17,62,25,35,68,79,24,20,53,39,72,48,67,38,19
890461,19:15,10,6,66,45,32,33,68,37,78,52,1,28,9,65,16,51,29,47,42,75
890460,19:10,42,55,71,12,23,67,57,39,30,8,6,9,25,41,74,45,26,61,4,78
890459,19:05,33,55,45,66,74,31,50,39,19,65,11,29,35,43,41,64,13,67,28,17
890458,19:00,65,8,7,28,9,22,16,64,35,5,17,58,18,40,67,79,24,48,61,70
890457,18:55,2,49,66,6,13,50,26,21,41,58,70,62,30,73,76,12,57,52,19,10
890456,18:50,1,13,63,65,44,53,55,76,4,54,71,49,56,2,29,22,21,59,50,69
890455,18:45,45,48,38,80,13,32,36,43,31,30,1,42,24,33,25,56,35,29,14,67
890454,18:40,43,38,7,78,36,2,62,65,40,47,37,14,35,12,26,8,63,70,71,4
890453,18:35,13,4,6,10,2,80,76,25,62,53,41,18,30,3,58,45,46,69,32,17
890452,18:30,22,44,60,5,12,50,10,33,68,24,58,63,62,2,53,55,78,73,66,71
890451,18:25,2,33,62,68,55,67,14,52,76,48,59,22,7,21,79,3,40,49,19,70
890450,18:20,46,50,22,37,80,17,61,12,40,20,71,27,74,72,36,59,32,8,54,15
890449,18:15,79,38,64,71,62,76,48,15,61,2,41,65,74,29,73,55,23,58,47,60
890448,18:10,20,52,75,76,45,65,23,44,26,60,7,42,13,51,35,64,16,37,46,9
890447,18:05,74,15,53,14,11,31,60,6,52,21,61,35,54,16,55,56,62,63,4,65
890446,18:00,63,12,4,35,45,53,67,6,14,73,80,41,32,29,70,47,27,78,55,22
890445,17:55,13,55,58,76,50,10,70,73,61,1,49,14,43,47,64,51,41,22,71,46
890444,17:50,13,27,59,23,80,71,6,48,22,15,5,73,29,49,18,7,53,63,26,38
890443,17:45,32,62,43,58,80,28,41,69,70,50,73,29,57,66,10,18,77,64,16,3
890442,17:40,58,45,49,61,30,53,72,41,47,4,22,66,75,19,79,27,28,65,55,33
890441,17:35,46,15,18,16,54,40,73,21,64,24,45,9,57,66,23,77,52,28,69,72
890440,17:30,14,18,3,21,38,17,46,52,67,64,47,76,75,23,74,31,73,15,1,68
890439,17:25,33,67,8,70,28,45,23,19,18,54,25,17,5,75,24,38,56,12,14,30
890438,17:20,74,51,13,37,39,3,67,35,70,15,46,38,73,22,33,60,24,54,56,71
890437,17:15,21,13,64,8,73,42,40,75,78,36,20,80,12,3,31,38,26,14,58,72
890436,17:10,58,65,45,26,55,11,22,20,59,35,41,76,51,77,4,25,12,6,7,57
890435,17:05,26,40,36,56,46,3,37,30,35,63,13,25,62,57,19,28,31,76,60,54
890434,17:00,74,66,5,65,40,50,68,2,22,6,36,16,55,77,23,76,4,44,51,32
890433,16:55,36,30,10,32,64,69,73,27,63,57,28,75,33,20,4,6,55,74,39,58
890432,16:50,57,65,32,21,36,45,23,38,37,34,18,49,76,31,11,5,68,54,35,79
890431,16:45,21,74,38,48,26,11,36,62,72,66,52,79,20,57,6,8,71,23,60,39
890430,16:40,23,76,5,14,31,69,46,37,52,9,19,48,74,18,34,65,66,21,16,78
890429,16:35,64,27,33,80,35,1,8,4,52,20,45,34,18,59,37,77,70,65,63,54
890428,16:30,15,20,51,24,80,77,44,38,10,72,46,50,4,9,63,6,14,31,40,65
890427,16:25,30,68,47,31,26,43,3,39,50,25,74,12,54,46,22,65,49,70,18,2
890426,16:20,61,79,75,12,8,40,3,35,22,25,29,59,76,42,9,45,13,32,57,47
890425,16:15,67,18,24,22,39,26,29,14,69,49,7,19,36,16,15,65,53,40,4,58
890424,16:10,5,74,31,20,49,1,4,51,46,16,7,37,6,19,79,62,35,64,53,67
890423,16:05,60,34,20,55,47,43,65,52,16,14,9,53,38,48,61,46,45,26,36,1
890422,16:00,35,8,36,7,59,51,44,76,6,50,69,73,71,61,65,43,52,34,3,27
890421,15:55,17,34,21,61,24,2,36,42,73,44,20,78,63,28,48,43,7,26,74,66
890420,15:50,9,42,7,65,4,13,80,76,1,59,26,2,79,30,22,45,21,31,69,8
890419,15:45,10,27,48,62,23,74,50,28,32,68,34,52,66,49,7,70,75,24,2,42
890418,15:40,8,9,21,73,53,28,61,3,46,35,33,57,58,80,64,49,15,50,65,76
890417,15:35,49,65,2,33,80,56,40,61,52,68,21,46,67,9,1,50,57,7,4,35
890416,15:30,80,18,79,54,15,1,71,51,25,24,38,13,37,64,33,34,6,49,9,45
890415,15:25,34,65,25,8,77,56,4,74,42,55,15,20,19,71,41,46,43,50,10,53
890414,15:20,19,7,53,56,79,26,21,29,49,73,2,66,44,13,3,50,25,65,63,35
890413,15:15,32,78,2,52,14,15,27,30,4,62,6,42,68,61,10,67,45,56,69,53
890412,15:10,34,3,38,16,68,48,9,50,24,13,63,53,20,31,75,60,10,32,62,25
890411,15:05,77,21,50,29,31,34,6,3,41,52,4,53,75,10,8,17,20,36,67,73
890410,15:00,33,72,60,73,64,70,80,37,56,66,40,32,58,75,47,42,19,24,14,74
890409,14:55,7,5,52,71,43,46,55,3,22,28,57,16,47,76,72,60,1,63,24,26
890408,14:50,48,72,10,47,15,30,58,80,51,54,69,65,66,55,22,37,19,61,74,70
890407,14:45,41,58,17,76,60,40,33,19,80,10,72,31,34,25,71,27,54,78,14,23
890406,14:40,18,69,6,77,1,73,20,60,37,9,55,14,46,78,80,59,65,3,68,57
890405,14:35,19,53,72,69,5,8,73,55,54,71,60,76,63,37,74,9,34,42,38,15
890404,14:30,77,51,21,65,71,47,23,64,40,43,46,57,29,76,53,44,79,38,31,54
890403,14:25,14,65,80,50,69,7,29,79,49,8,34,1,43,11,66,5,64,63,67,59
890402,14:20,74,48,18,75,20,79,10,77,76,21,56,43,31,34,62,16,7,11,50,59
890401,14:15,73,44,4,48,16,32,18,70,7,20,26,80,15,13,56,47,33,36,25,21
890400,14:10,71,59,49,42,39,65,60,61,9,6,35,55,17,22,53,26,19,8,44,69
890399,14:05,62,55,60,33,71,46,34,19,14,30,67,73,51,76,41,40,7,70,53,12
890398,14:00,72,64,33,76,40,61,45,53,74,63,27,1,37,80,5,54,15,18,14,16
890397,13:55,58,63,76,51,7,9,39,79,20,46,23,54,52,49,12,66,21,41,42,11
890396,13:50,46,38,13,40,62,61,53,33,79,76,72,80,3,55,37,43,68,47,77,73
890395,13:45,36,51,18,13,75,4,8,49,48,74,34,7,12,42,3,78,55,57,56,61
890394,13:40,8,68,57,16,3,46,31,74,52,32,17,61,65,78,50,58,21,64,6,14
890393,13:35,39,43,40,27,66,58,67,65,45,74,26,31,12,2,63,25,17,68,18,79
890392,13:30,60,19,21,6,80,18,28,30,77,63,61,17,33,46,54,49,20,11,50,37
890391,13:25,1,76,15,48,43,29,39,4,33,67,8,32,11,16,22,38,2,65,20,6
890390,13:20,47,65,12,46,23,3,55,15,49,27,29,61,67,34,43,36,32,41,69,45
890389,13:15,2,26,57,28,36,46,63,3,44,23,41,4,8,53,54,34,61,9,52,15
890388,13:10,30,24,78,36,38,63,8,67,74,3,27,34,21,73,32,19,54,11,35,69
890387,13:05,44,19,65,58,70,66,21,53,17,26,8,20,39,27,77,47,80,25,74,38
890386,13:00,40,44,12,70,29,42,51,16,24,35,66,49,74,38,4,31,19,46,52,76
890385,12:55,20,77,43,60,75,54,44,63,11,30,4,61,10,23,50,59,64,14,7,66
890384,12:50,20,8,69,48,76,77,45,46,78,41,24,22,27,3,42,36,13,55,10,39
890383,12:45,74,76,50,30,69,39,38,13,24,20,66,3,56,44,35,43,41,59,10,25
890382,12:40,5,71,37,35,31,54,15,13,45,62,53,18,58,63,17,36,19,41,70,74
890381,12:35,62,19,36,66,58,12,35,79,44,72,60,3,11,7,67,76,41,71,49,8
890380,12:30,17,38,21,65,11,59,52,80,8,35,31,66,22,45,60,1,18,5,76,54
890379,12:25,35,69,67,16,27,25,58,75,15,41,10,62,63,52,48,31,68,73,36,44
890378,12:20,23,58,27,46,28,68,2,50,42,59,18,77,16,38,75,7,14,65,31,1
890377,12:15,74,4,58,35,47,8,77,6,32,64,61,44,20,11,55,56,73,51,49,3
890376,12:10,66,62,24,12,21,7,54,63,33,41,17,43,53,40,31,76,10,26,46,13
890375,12:05,51,11,62,20,79,52,55,2,26,78,56,46,5,44,30,38,19,76,31,13
890374,12:00,25,80,59,3,76,14,65,30,18,32,28,75,42,7,11,54,48,9,6,8
890373,11:55,6,42,32,60,59,65,41,16,30,63,27,40,38,74,37,28,34,7,35,77
890372,11:50,43,75,44,39,52,6,63,68,80,76,18,5,72,37,74,41,67,64,21,78
890371,11:45,8,7,54,65,36,57,41,78,49,39,2,6,33,72,67,59,1,12,38,5
890370,11:40,50,43,12,60,63,6,75,77,61,4,7,44,32,17,26,59,53,64,46,54
890369,11:35,2,58,48,9,18,21,26,14,32,37,75,13,28,56,73,60,7,47,24,20
890368,11:30,32,61,16,64,10,1,80,43,19,31,72,45,12,73,30,63,76,74,42,2
890367,11:25,2,70,32,57,36,48,24,44,42,76,9,73,18,19,13,28,52,50,5,17
890366,11:20,21,55,36,64,25,26,35,34,16,20,19,62,50,1,42,45,31,67,40,68
890365,11:15,67,62,8,21,24,75,20,54,9,79,55,17,29,78,12,18,80,59,53,56
890364,11:10,77,42,50,71,36,34,2,4,37,25,9,80,46,6,58,27,63,33,31,44
890363,11:05,37,71,11,80,5,36,73,17,59,29,25,26,69,49,28,61,57,60,12,23
890362,11:00,75,30,70,14,54,52,80,73,48,36,39,2,3,72,66,51,57,17,18,56
890361,10:55,44,55,71,24,25,9,14,65,48,6,8,30,42,21,73,64,34,38,46,31
890360,10:50,26,34,61,18,21,76,40,11,39,43,66,46,9,41,47,7,78,38,68,14
890359,10:45,1,19,69,57,13,33,55,48,8,68,53,37,18,7,15,35,25,43,41,27
890358,10:40,34,71,43,19,11,30,8,31,1,3,70,74,2,61,15,33,6,72,63,73
890357,10:35,77,42,79,80,17,74,68,49,11,78,16,46,23,8,64,57,66,59,25,54
890356,10:30,59,23,62,75,43,14,56,5,12,13,63,38,11,46,60,27,25,26,69,34
890355,10:25,10,77,74,54,30,34,73,67,36,33,2,23,15,17,64,35,75,43,46,41
890354,10:20,24,57,28,7,58,44,66,39,5,62,1,78,80,11,49,53,35,32,68,22
890353,10:15,80,79,13,78,63,16,17,32,77,45,43,51,30,59,36,23,58,9,74,48
890352,10:10,48,68,20,2,43,45,70,79,77,75,62,6,74,72,55,53,14,26,8,12
890351,10:05,21,75,70,7,27,54,66,40,5,12,47,6,34,62,67,58,18,25,56,77
890350,10:00,33,61,44,80,31,32,76,2,68,55,53,64,42,4,9,57,69,60,22,75
890349,09:55,68,61,80,18,29,70,58,17,25,79,2,49,27,72,67,78,63,1,35,15
890348,09:50,21,20,5,78,19,22,50,34,61,17,3,68,79,45,56,51,48,18,41,54
890347,09:45,51,13,22,50,15,31,24,34,77,45,23,46,4,43,76,39,79,17,10,63
890346,09:40,34,62,61,22,30,78,70,12,44,53,75,27,46,26,4,60,67,28,31,14
890345,09:35,51,12,47,66,23,77,74,38,58,6,39,46,1,19,56,62,27,64,9,33
890344,09:30,72,54,35,17,73,4,3,62,22,53,46,21,18,2,10,78,69,5,26,75
890343,09:25,17,15,11,3,23,44,1,47,77,5,41,30,78,50,31,56,70,36,6,54
890342,09:20,13,29,39,1,45,72,76,64,54,24,68,21,26,25,9,67,70,53,32,58
890341,09:15,3,58,51,28,61,6,37,56,59,5,46,21,41,70,22,55,60,72,50,40
890340,09:10,47,67,48,9,18,1,70,22,78,31,35,64,13,58,25,77,26,6,27,8
890339,09:05,19,56,23,15,17,7,42,39,75,28,18,22,21,64,20,9,27,1,69,52
890338,09:00,37,30,24,44,41,2,53,69,73,5,11,75,67,63,49,26,6,14,64,66
890337,08:55,56,35,42,50,23,59,60,33,4,79,5,14,43,6,32,74,31,78,63,1
890336,08:50,77,46,30,52,19,62,9,69,50,73,79,28,5,2,17,25,44,75,42,1
890335,08:45,9,80,7,42,78,48,68,79,66,57,65,34,74,47,25,14,20,76,59,52
890334,08:40,37,75,7,43,44,24,68,70,19,55,8,64,59,79,30,57,17,72,63,11
890333,08:35,54,57,21,5,30,17,52,42,15,37,66,70,50,22,80,58,33,61,31,78
890332,08:30,40,12,13,5,7,4,62,78,67,54,68,49,57,16,50,15,6,25,2,35
890331,08:25,1,8,26,23,25,33,43,29,80,67,74,54,66,42,6,38,2,21,47,27
890330,08:20,56,24,9,30,42,1,37,72,35,45,50,47,26,27,12,46,28,25,78,62
890329,08:15,80,6,46,71,10,3,13,45,22,27,72,74,53,49,67,43,57,12,11,42
890328,08:10,34,17,64,7,1,77,36,55,14,13,6,28,8,35,50,57,80,70,31,78
890327,08:05,38,26,59,74,15,25,53,3,14,75,56,69,50,73,1,21,22,46,57,35
890326,08:00,75,8,39,68,55,74,33,78,61,63,40,60,47,51,4,71,10,77,32,50
890325,23:55,23,37,15,3,59,10,64,12,44,70,60,18,76,57,19,30,7,29,43,11
890324,23:50,55,19,60,58,20,5,59,21,33,41,16,43,52,10,72,80,79,37,46,3
890323,23:45,19,16,28,80,54,18,67,3,29,60,15,52,31,4,69,76,12,71,46,22
890322,23:40,45,16,37,75,43,19,34,31,9,14,49,36,78,12,7,58,29,61,39,32
890321,23:35,16,32,1,42,68,17,79,43,4,57,60,64,38,46,29,69,34,48,67,54
890320,23:30,72,6,43,61,19,39,10,12,5,21,59,26,58,14,53,34,67,51,2,70
890319,23:25,61,66,8,49,50,30,47,45,25,33,36,17,16,1,44,3,4,13,29,40
890318,23:20,7,63,35,19,26,43,58,6,44,18,54,3,51,46,77,71,1,15,73,79
890317,23:15,45,75,42,35,70,47,50,13,38,77,9,57,67,29,24,58,7,63,64,74
890316,23:10,80,70,8,78,60,79,50,52,28,14,32,10,29,15,23,37,30,49,38,75
890315,23:05,15,10,37,27,72,40,57,17,4,71,78,16,9,77,11,53,13,34,7,19
890314,23:00,66,67,22,54,47,40,43,10,64,11,9,53,1,71,12,19,62,31,79,8
890313,22:55,74,72,41,54,64,19,13,58,31,38,10,32,61,21,46,62,63,16,15,76
890312,22:50,70,18,22,56,76,49,23,59,28,73,80,79,26,68,6,35,25,1,42,60
890311,22:45,26,49,1,11,77,23,50,2,66,24,80,67,48,62,6,13,32,45,10,28
890310,22:40,34,76,75,32,74,18,31,17,16,51,69,46,36,42,73,44,13,47,50,65
890309,22:35,55,33,61,48,2,78,68,15,6,22,17,31,14,52,70,10,56,9,16,51
890308,22:30,68,23,55,18,15,43,27,29,72,3,19,24,20,46,32,6,50,56,74,4
890307,22:25,31,41,56,9,6,63,13,37,33,79,52,69,28,72,22,46,74,23,49,76
890306,22:20,54,22,37,48,26,42,70,80,46,51,1,61,63,76,56,47,34,65,59,50
890305,22:15,79,52,62,25,75,59,73,80,50,18,13,76,2,5,14,21,51,54,40,36
890304,22:10,55,51,68,35,15,78,20,10,2,66,38,59,60,4,27,74,63,57,41,29
890303,22:05,68,11,61,44,39,40,3,9,6,55,31,23,20,25,60,29,66,73,12,14
890302,22:00,25,18,39,60,11,69,23,42,51,46,28,76,16,36,10,9,61,63,27,30
890301,21:55,8,50,18,25,23,70,3,76,22,39,19,38,57,65,62,51,17,53,77,41
890300,21:50,46,4,28,65,36,14,24,1,2,21,45,70,27,60,18,47,55,75,13,51
890299,21:45,58,61,78,13,76,48,35,18,9,72,43,23,19,55,2,51,44,54,53,12
890298,21:40,15,70,10,49,25,30,56,58,11,75,52,66,9,4,3,1,32,57,2,44
890297,21:35,20,28,65,8,63,45,55,30,13,46,19,14,4,74,64,12,17,53,29,54
890296,21:30,79,38,58,63,6,50,65,26,62,41,13,55,59,19,14,71,57,27,32,43
890295,21:25,76,13,12,52,62,4,19,9,68,15,59,11,3,21,57,51,78,79,61,7
890294,21:20,65,71,18,57,55,22,47,35,56,48,50,76,37,5,66,80,74,15,45,9
890293,21:15,37,46,54,42,55,1,10,51,3,60,35,13,72,44,40,67,18,73,66,33
890292,21:10,37,45,4,32,80,16,64,65,42,61,19,11,74,30,9,49,22,23,31,75
890291,21:05,73,53,48,72,46,39,60,24,35,79,36,12,61,29,77,30,11,56,76,43
890290,21:00,7,13,56,73,6,21,64,38,71,30,8,46,11,70,55,28,51,48,9,27
890289,20:55,43,19,55,51,69,42,7,38,79,58,53,60,4,11,29,27,3,75,28,12
890288,20:50,2,12,56,38,61,21,54,35,74,24,27,60,67,3,4,23,50,66,58,22
890287,20:45,12,48,62,34,21,73,37,57,17,25,33,54,29,27,46,75,78,31,28,26
890286,20:40,56,45,71,19,65,41,40,43,70,78,50,12,72,46,51,58,31,11,33,35
890285,20:35,34,67,18,65,49,76,52,9,10,6,26,43,21,51,69,79,44,57,4,12
890284,20:30,26,29,41,21,62,31,50,74,11,4,49,39,20,6,56,69,28,53,43,78
890283,20:25,65,1,39,5,23,45,44,27,19,26,43,78,38,24,51,68,52,18,21,31
890282,20:20,66,75,58,38,76,50,48,32,74,77,26,54,24,59,5,13,47,10,36,2
890281,20:15,44,61,70,6,62,34,41,69,21,65,14,24,33,74,76,20,75,80,32,48
890280,20:10,79,14,13,65,47,62,23,64,70,72,6,26,38,3,54,67,32,34,44,33
890279,20:05,30,36,7,22,75,76,23,70,35,50,51,25,42,28,11,3,9,24,54,64
890278,20:00,49,8,36,61,34,31,25,9,54,16,60,38,28,14,2,13,70,47,56,65
890277,19:55,22,26,46,55,72,60,43,76,62,17,33,54,19,63,13,50,18,32,41,15
890276,19:50,37,61,67,44,32,27,26,19,22,25,28,11,3,38,58,73,49,34,54,45
890275,19:45,59,34,73,52,3,24,4,70,38,55,56,2,10,65,47,42,77,66,23,75
890274,19:40,9,35,27,40,33,44,23,71,26,72,65,76,57,14,16,24,37,70,50,12
890273,19:35,8,28,79,50,21,55,57,19,54,65,49,13,22,27,1,75,34,60,25,24
890272,19:30,23,24,19,58,76,61,32,1,35,55,62,78,38,29,51,56,15,37,57,79
890271,19:25,3,59,6,34,69,63,58,8,19,51,16,61,74,47,71,72,4,57,13,45
890270,19:20,58,41,19,56,70,10,78,2,48,24,59,6,71,16,17,43,29,38,67,53
890269,19:15,8,40,51,49,48,50,6,33,39,54,19,70,38,73,27,74,2,79,68,26
890268,19:10,49,75,74,64,47,70,57,60,4,71,7,19,53,26,32,31,78,14,17,6
890267,19:05,34,60,7,47,13,17,1,72,75,8,36,44,73,63,28,26,39,56,19,49
890266,19:00,32,31,24,36,47,11,60,37,70,4,2,79,56,21,15,38,18,64,80,12
890265,18:55,66,58,33,5,17,25,29,16,8,48,19,51,13,77,23,3,40,42,39,11
890264,18:50,72,71,27,49,11,44,9,55,25,28,73,8,14,59,12,77,43,58,2,3
890263,18:45,17,60,19,72,57,62,63,13,3,23,28,68,53,67,80,22,56,8,15,36
890262,18:40,32,25,13,19,30,76,73,34,51,45,46,24,4,44,47,11,60,33,2,29
890261,18:35,47,34,24,19,67,58,75,49,10,5,52,66,54,72,44,16,35,56,71,1
890260,18:30,28,70,77,57,54,50,79,27,6,78,5,19,59,44,39,26,55,68,24,22
890259,18:25,69,48,35,55,29,36,67,2,47,6,20,14,9,58,43,61,39,32,65,40
890258,18:20,70,6,20,46,63,72,58,17,80,1,10,51,32,41,68,56,38,9,27,53
890257,18:15,10,14,33,66,48,59,17,4,28,34,30,42,56,71,12,63,27,36,75,52
890256,18:10,71,64,30,16,50,35,42,53,36,4,38,15,57,20,69,66,63,6,45,9
890255,18:05,51,27,13,1,75,21,19,48,47,39,80,40,18,74,24,37,58,29,52,72
890254,18:00,77,66,71,67,18,57,4,6,1,61,44,72,76,38,48,68,35,20,27,69
890253,17:55,25,24,77,33,12,52,69,53,17,29,34,56,50,41,5,16,8,79,6,67
890252,17:50,53,65,3,52,37,50,30,75,73,58,49,1,41,72,2,16,55,25,77,79
890251,17:45,20,63,3,53,40,80,43,39,9,74,73,7,36,65,52,11,51,8,57,19
890250,17:40,11,4,8,62,72,34,15,52,29,2,37,5,41,9,6,44,47,1,26,74
890249,17:35,25,64,21,65,16,14,77,4,41,38,45,1,63,27,70,29,74,54,23,51
890248,17:30,76,75,26,44,4,13,27,18,35,17,25,5,21,80,19,72,37,79,36,45
890247,17:25,7,44,12,72,6,39,35,2,65,33,42,25,49,22,36,16,28,13,73,54
890246,17:20,64,28,27,32,76,21,68,74,70,9,2,69,17,79,30,65,57,62,66,67
890245,17:15,59,61,24,7,16,4,73,5,63,19,52,35,20,71,76,78,25,77,37,62
890244,17:10,78,74,23,33,69,56,54,41,29,65,44,12,58,57,4,6,3,46,11,64
890243,17:05,32,9,69,42,70,15,36,43,45,65,5,55,19,58,26,72,48,44,59,1
890242,17:00,30,69,47,50,31,65,27,56,11,15,4,25,10,59,77,17,66,33,75,2
890241,16:55,28,51,17,36,6,38,33,1,62,69,76,43,37,58,35,29,74,34,65,48
890240,16:50,25,11,12,33,72,20,76,77,21,38,65,73,8,5,43,54,74,41,56,16
890239,16:45,46,30,34,38,79,59,26,11,24,55,36,2,49,78,10,9,63,12,21,43
890238,16:40,42,53,45,14,10,75,23,7,15,57,28,1,69,76,56,60,19,8,65,63
890237,16:35,78,22,72,65,34,76,47,42,1,21,10,75,37,2,39,54,14,44,41,56
890236,16:30,75,32,8,7,39,30,27,58,19,33,22,36,15,24,40,23,21,71,57,48
890235,16:25,37,32,60,15,12,1,69,67,6,30,62,35,73,54,41,7,28,18,38,10
890234,16:20,56,31,72,61,19,47,74,73,25,18,12,15,44,9,7,5,34,29,24,77
890233,16:15,12,55,50,60,52,37,42,38,66,59,11,48,9,68,2,39,44,34,10,13
890232,16:10,72,65,80,5,62,77,69,33,29,50,31,38,3,37,73,48,78,45,2,51
890231,16:05,4,33,15,20,14,77,10,49,18,36,69,64,79,56,7,34,44,63,8,43
890230,16:00,66,63,28,73,4,16,71,27,46,21,13,30,35,44,55,76,50,77,54,10
890229,15:55,4,3,33,46,21,59,47,48,34,28,13,72,17,44,64,57,58,66,27,8
890228,15:50,80,64,71,41,52,26,75,2,18,40,12,34,13,53,59,15,42,57,25,50
890227,15:45,64,67,45,60,42,37,1,71,63,32,23,72,35,14,41,28,10,49,50,21
890226,15:40,74,10,16,49,17,37,79,38,39,62,8,26,77,27,5,28,22,11,67,6
890225,15:35,78,16,22,57,55,48,74,3,27,67,65,64,12,39,70,5,1,47,17,15
890224,15:30,59,64,42,70,27,13,14,34,40,45,65,30,60,74,48,79,2,51,3,58
890223,15:25,71,43,79,16,46,36,13,10,38,22,80,70,14,52,2,69,20,8,41,40
890222,15:20,17,35,1,4,31,12,66,51,3,40,70,27,69,76,13,41,79,38,34,18
890221,15:15,77,74,75,28,59,43,20,49,66,16,3,51,47,34,62,22,35,21,41,52
890220,15:10,72,49,51,61,37,38,23,47,13,43,35,28,12,71,24,22,56,41,16,21
890219,15:05,38,49,14,6,74,64,55,27,61,50,54,7,72,56,41,3,37,60,67,2
890218,15:00,30,56,78,12,4,40,72,14,49,60,35,5,65,18,22,16,33,7,69,15
890217,14:55,51,47,45,73,9,53,46,48,70,75,5,56,42,72,63,78,35,38,2,7
890216,14:50,40,61,53,22,35,52,63,44,47,64,15,23,54,78,67,65,59,9,2,42
890215,14:45,29,79,47,42,68,27,58,60,52,53,13,2,26,12,32,77,1,67,15,71
890214,14:40,39,51,50,26,38,80,59,14,57,49,17,34,25,76,15,22,45,56,78,30
890213,14:35,26,38,79,16,6,64,67,44,69,62,47,23,29,8,30,1,71,70,12,68
890212,14:30,52,43,7,21,53,77,42,36,3,61,22,80,50,4,69,10,46,12,26,51
890211,14:25,15,67,19,5,45,46,12,61,48,55,73,74,75,58,37,24,10,53,9,54
890210,14:20,22,25,49,1,15,33,20,17,67,68,77,55,35,60,58,80,47,14,50,45
890209,14:15,73,54,52,58,55,45,46,1,30,8,29,72,18,77,50,66,39,15,65,41
890208,14:10,75,78,51,43,14,25,26,19,46,40,65,1,66,16,34,74,69,38,71,5
890207,14:05,60,5,72,55,77,31,39,4,65,78,61,62,58,41,17,14,71,46,76,29
890206,14:00,73,28,18,79,10,71,50,48,49,39,67,44,13,34,1,45,9,74,35,57
890205,13:55,75,16,33,12,22,48,38,44,30,51,69,3,41,79,61,5,70,14,34,53
890204,13:50,79,34,28,35,12,24,76,50,15,19,80,53,39,60,73,49,30,78,57,4
890203,13:45,80,55,74,21,57,63,15,56,30,79,26,44,72,6,11,62,12,46,9,68
890202,13:40,15,38,22,32,54,39,44,2,9,1,20,25,45,61,30,33,18,11,80,69
890201,13:35,31,60,79,32,13,71,51,61,34,35,67,11,50,63,80,27,75,43,56,46
890200,13:30,57,52,71,78,40,68,46,5,2,7,65,34,79,62,33,58,36,21,14,70
890199,13:25,62,56,36,48,74,42,39,17,6,50,78,43,49,2,24,70,27,38,66,19
890198,13:20,79,37,1,7,4,75,8,65,22,20,30,24,80,72,57,78,66,28,59,12
890197,13:15,70,51,24,54,37,53,2,39,1,31,22,5,26,44,58,14,34,47,29,8
